Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
3,1701410441625,01/12/2023 06:00:41,1701410440417,11,01/12/2023 17:00:40,146089,8,task-axcc,,33342568,BLIND,9872297,,complete,,656975de58327133884b3785,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,428x926,832x372,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5483,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701410442113,01/12/2023 06:00:42,1701410441926,11,01/12/2023 17:00:41,146089,8,task-axcc,,33342568,BLIND,9872297,,complete,,656975de58327133884b3785,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,428x926,832x372,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,6992,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701410443540,01/12/2023 06:00:43,1701410443325,11,01/12/2023 17:00:43,146089,8,task-axcc,,33342568,BLIND,9872297,,complete,,656975de58327133884b3785,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,428x926,832x372,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1389,,,,,0,1,0,,,,,,Audio Check,diş
6,1701410443955,01/12/2023 06:00:43,1701410443329,11,01/12/2023 17:00:43,146089,8,task-axcc,,33342568,BLIND,9872297,,complete,,656975de58327133884b3785,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,428x926,832x372,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,,,END TASK,,,,,11299,,,,,0,1,0,,,,,,,
1,1701413907305,01/12/2023 06:58:27,1701413907197,1,01/12/2023 07:58:27,146089,8,task-axcc,,33342897,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701413910760,01/12/2023 06:58:30,1701413910794,1,01/12/2023 07:58:30,146089,8,task-axcc,,33342897,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,3517.2999997138977,,,,,0,1,0,,,,,,Instructions,
3,1701413913428,01/12/2023 06:58:33,1701413913471,1,01/12/2023 07:58:33,146089,8,task-axcc,,33342897,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2648.2999997138977,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701413915409,01/12/2023 06:58:35,1701413915448,1,01/12/2023 07:58:35,146089,8,task-axcc,,33342897,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4625,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,diş
5,1701413917224,01/12/2023 06:58:37,1701413917282,1,01/12/2023 07:58:37,146089,8,task-axcc,,33342897,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,6457.900000095367,,,diş,1,1,0,0,,,,,,Audio Check,diş
6,1701413920141,01/12/2023 06:58:40,1701413920161,1,01/12/2023 07:58:40,146089,8,task-axcc,,33342897,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2869.0999999046326,,,,,0,1,0,,,,,,Audio Check,diş
7,1701413920232,01/12/2023 06:58:40,1701413920166,1,01/12/2023 07:58:40,146089,8,task-axcc,,33342897,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,,,END TASK,,,,,12969,,,,,0,1,0,,,,,,,
1,1701413910752,01/12/2023 06:58:30,1701413910651,0,01/12/2023 06:58:30,146089,8,task-axcc,,33342898,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701414000093,01/12/2023 07:00:00,1701413999852,0,01/12/2023 06:59:59,146089,8,task-axcc,,33342898,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,89138,,,,,0,1,0,,,,,,Instructions,
3,1701414003044,01/12/2023 07:00:03,1701414002839,0,01/12/2023 07:00:02,146089,8,task-axcc,,33342898,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2965,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701414004352,01/12/2023 07:00:04,1701414004291,0,01/12/2023 07:00:04,146089,8,task-axcc,,33342898,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,4416,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701414006478,01/12/2023 07:00:06,1701414006297,0,01/12/2023 07:00:06,146089,8,task-axcc,,33342898,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1986.9999999999854,,,,,0,1,0,,,,,,Audio Check,diş
6,1701414006561,01/12/2023 07:00:06,1701414006310,0,01/12/2023 07:00:06,146089,8,task-axcc,,33342898,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,,,END TASK,,,,,95660,,,,,0,1,0,,,,,,,
1,1701414628889,01/12/2023 07:10:28,1701414628806,0,01/12/2023 07:10:28,146089,8,task-axcc,,33342975,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701414631181,01/12/2023 07:10:31,1701414631133,0,01/12/2023 07:10:31,146089,8,task-axcc,,33342975,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2286.0999999046326,,,,,0,1,0,,,,,,Instructions,
3,1701414633807,01/12/2023 07:10:33,1701414633780,0,01/12/2023 07:10:33,146089,8,task-axcc,,33342975,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2636.2000000476837,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701414635289,01/12/2023 07:10:35,1701414635256,0,01/12/2023 07:10:35,146089,8,task-axcc,,33342975,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,4110.300000071526,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701414637128,01/12/2023 07:10:37,1701414637098,0,01/12/2023 07:10:37,146089,8,task-axcc,,33342975,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1836.7999999523163,,,,,0,1,0,,,,,,Audio Check,diş
6,1701414637219,01/12/2023 07:10:37,1701414637100,0,01/12/2023 07:10:37,146089,8,task-axcc,,33342975,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,,,END TASK,,,,,8294,,,,,0,1,0,,,,,,,
1,1701415287186,01/12/2023 07:21:27,1701415285014,0,01/12/2023 07:21:25,146089,8,task-axcc,,33343046,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Audio Check,9,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701415296908,01/12/2023 07:21:36,1701415294799,0,01/12/2023 07:21:34,146089,8,task-axcc,,33343046,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Audio Check,9,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,9728.5,,,,,0,1,0,,,,,,Instructions,
3,1701415300278,01/12/2023 07:21:40,1701415298148,0,01/12/2023 07:21:38,146089,8,task-axcc,,33343046,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Audio Check,9,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3337,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701415301754,01/12/2023 07:21:41,1701415299617,0,01/12/2023 07:21:39,146089,8,task-axcc,,33343046,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Audio Check,9,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,4805.4000000059605,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701415302951,01/12/2023 07:21:42,1701415300847,0,01/12/2023 07:21:40,146089,8,task-axcc,,33343046,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Audio Check,9,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1222.3999999761581,,,,,0,1,0,,,,,,Audio Check,diş
6,1701415303037,01/12/2023 07:21:43,1701415300851,0,01/12/2023 07:21:40,146089,8,task-axcc,,33343046,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Audio Check,9,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,,,END TASK,,,,,15837,,,,,0,1,0,,,,,,,
1,1701416464676,01/12/2023 07:41:04,1701416464413,0,01/12/2023 07:41:04,146089,8,task-axcc,,33343236,BLIND,9872467,,complete,,65698d84ebcc6e68b6d3ed9e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x815,,,,Audio Check,9,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701416479022,01/12/2023 07:41:19,1701416478789,0,01/12/2023 07:41:18,146089,8,task-axcc,,33343236,BLIND,9872467,,complete,,65698d84ebcc6e68b6d3ed9e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x815,,,,Audio Check,9,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,14328.800000000745,,,,,0,1,0,,,,,,Instructions,
3,1701416481928,01/12/2023 07:41:21,1701416481711,0,01/12/2023 07:41:21,146089,8,task-axcc,,33343236,BLIND,9872467,,complete,,65698d84ebcc6e68b6d3ed9e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x815,,,,Audio Check,9,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2914.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701416484095,01/12/2023 07:41:24,1701416483881,0,01/12/2023 07:41:23,146089,8,task-axcc,,33343236,BLIND,9872467,,complete,,65698d84ebcc6e68b6d3ed9e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x815,,,,Audio Check,9,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,5083.60000000149,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701416486098,01/12/2023 07:41:26,1701416485877,0,01/12/2023 07:41:25,146089,8,task-axcc,,33343236,BLIND,9872467,,complete,,65698d84ebcc6e68b6d3ed9e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x815,,,,Audio Check,9,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1988.699999999255,,,,,0,1,0,,,,,,Audio Check,diş
6,1701416486162,01/12/2023 07:41:26,1701416485880,0,01/12/2023 07:41:25,146089,8,task-axcc,,33343236,BLIND,9872467,,complete,,65698d84ebcc6e68b6d3ed9e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x815,,,,Audio Check,9,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,,,END TASK,,,,,21467,,,,,0,1,0,,,,,,,
1,1701417404338,01/12/2023 07:56:44,1701417404174,1,01/12/2023 08:56:44,146089,8,task-axcc,,33343453,BLIND,9872565,,complete,,6569911a6b0eea2328e2e00d,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,375x812,712x292,,,,Audio Check,9,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701417406664,01/12/2023 07:56:46,1701417406627,1,01/12/2023 08:56:46,146089,8,task-axcc,,33343453,BLIND,9872565,,complete,,6569911a6b0eea2328e2e00d,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,375x812,712x292,,,,Audio Check,9,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2387,,,,,0,1,0,,,,,,Instructions,
3,1701417408371,01/12/2023 07:56:48,1701417408275,1,01/12/2023 08:56:48,146089,8,task-axcc,,33343453,BLIND,9872565,,complete,,6569911a6b0eea2328e2e00d,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,375x812,712x292,,,,Audio Check,9,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1631,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701417409861,01/12/2023 07:56:49,1701417409760,1,01/12/2023 08:56:49,146089,8,task-axcc,,33343453,BLIND,9872565,,complete,,6569911a6b0eea2328e2e00d,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,375x812,712x292,,,,Audio Check,9,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,3114,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701417411147,01/12/2023 07:56:51,1701417411060,1,01/12/2023 08:56:51,146089,8,task-axcc,,33343453,BLIND,9872565,,complete,,6569911a6b0eea2328e2e00d,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,375x812,712x292,,,,Audio Check,9,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1290,,,,,0,1,0,,,,,,Audio Check,diş
6,1701417411246,01/12/2023 07:56:51,1701417411065,1,01/12/2023 08:56:51,146089,8,task-axcc,,33343453,BLIND,9872565,,complete,,6569911a6b0eea2328e2e00d,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,375x812,712x292,,,,Audio Check,9,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,,,END TASK,,,,,6891,,,,,0,1,0,,,,,,,
1,1701417550928,01/12/2023 07:59:10,1701417550842,0,01/12/2023 07:59:10,146089,8,task-axcc,,33343474,BLIND,9872571,,complete,,6569920569aa56111e0d61a7,mobile,Apple iPhone,iOS 17.1,GSA 291.0.582931352,393x852,734x268,,,,Audio Check,9,SoundCheckPassed,2,test passed,,5,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701417560957,01/12/2023 07:59:20,1701417560915,0,01/12/2023 07:59:20,146089,8,task-axcc,,33343474,BLIND,9872571,,complete,,6569920569aa56111e0d61a7,mobile,Apple iPhone,iOS 17.1,GSA 291.0.582931352,393x852,734x268,,,,Audio Check,9,SoundCheckPassed,2,test passed,,5,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,10021,,,,,0,1,0,,,,,,Instructions,
3,1701417563127,01/12/2023 07:59:23,1701417563098,0,01/12/2023 07:59:23,146089,8,task-axcc,,33343474,BLIND,9872571,,complete,,6569920569aa56111e0d61a7,mobile,Apple iPhone,iOS 17.1,GSA 291.0.582931352,393x852,734x268,,,,Audio Check,9,SoundCheckPassed,2,test passed,,5,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2175,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701417564167,01/12/2023 07:59:24,1701417564125,0,01/12/2023 07:59:24,146089,8,task-axcc,,33343474,BLIND,9872571,,complete,,6569920569aa56111e0d61a7,mobile,Apple iPhone,iOS 17.1,GSA 291.0.582931352,393x852,734x268,,,,Audio Check,9,SoundCheckPassed,2,test passed,,5,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,3200,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701417565595,01/12/2023 07:59:25,1701417565560,0,01/12/2023 07:59:25,146089,8,task-axcc,,33343474,BLIND,9872571,,complete,,6569920569aa56111e0d61a7,mobile,Apple iPhone,iOS 17.1,GSA 291.0.582931352,393x852,734x268,,,,Audio Check,9,SoundCheckPassed,2,test passed,,5,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1424,,,,,0,1,0,,,,,,Audio Check,diş
6,1701417565653,01/12/2023 07:59:25,1701417565563,0,01/12/2023 07:59:25,146089,8,task-axcc,,33343474,BLIND,9872571,,complete,,6569920569aa56111e0d61a7,mobile,Apple iPhone,iOS 17.1,GSA 291.0.582931352,393x852,734x268,,,,Audio Check,9,SoundCheckPassed,2,test passed,,5,,,,,yes,Spreadsheet1,,,END TASK,,,,,14722,,,,,0,1,0,,,,,,,
1,1701417698840,01/12/2023 08:01:38,1701417698769,0,01/12/2023 08:01:38,146089,8,task-axcc,,33343494,BLIND,9872574,,complete,,65699204d2d8b1331551069d,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,393x852,734x337,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,2,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701417792011,01/12/2023 08:03:12,1701417791828,0,01/12/2023 08:03:11,146089,8,task-axcc,,33343494,BLIND,9872574,,complete,,65699204d2d8b1331551069d,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,393x852,734x337,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,2,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,93009,,,,,0,1,0,,,,,,Instructions,
3,1701417801340,01/12/2023 08:03:21,1701417801319,0,01/12/2023 08:03:21,146089,8,task-axcc,,33343494,BLIND,9872574,,complete,,65699204d2d8b1331551069d,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,393x852,734x337,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,2,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,9485,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701417802750,01/12/2023 08:03:22,1701417802735,0,01/12/2023 08:03:22,146089,8,task-axcc,,33343494,BLIND,9872574,,complete,,65699204d2d8b1331551069d,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,393x852,734x337,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,2,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,10900,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701417804654,01/12/2023 08:03:24,1701417804636,0,01/12/2023 08:03:24,146089,8,task-axcc,,33343494,BLIND,9872574,,complete,,65699204d2d8b1331551069d,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,393x852,734x337,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,2,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1891.0000000000146,,,,,0,1,0,,,,,,Audio Check,diş
6,1701417804711,01/12/2023 08:03:24,1701417804641,0,01/12/2023 08:03:24,146089,8,task-axcc,,33343494,BLIND,9872574,,complete,,65699204d2d8b1331551069d,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,393x852,734x337,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,2,,yes,Spreadsheet1,,,END TASK,,,,,105873,,,,,0,1,0,,,,,,,
1,1701417912185,01/12/2023 08:05:12,1701417911909,0,01/12/2023 08:05:11,146089,8,task-axcc,,33343535,BLIND,9872585,,complete,,6569937cfc7f559245d3f257,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,375x812,710x292,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,3,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701417914354,01/12/2023 08:05:14,1701417914208,0,01/12/2023 08:05:14,146089,8,task-axcc,,33343535,BLIND,9872585,,complete,,6569937cfc7f559245d3f257,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,375x812,710x292,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,3,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2249,,,,,0,1,0,,,,,,Instructions,
3,1701417965523,01/12/2023 08:06:05,1701417965290,0,01/12/2023 08:06:05,146089,8,task-axcc,,33343535,BLIND,9872585,,complete,,6569937cfc7f559245d3f257,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,375x812,375x631,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,3,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,51075,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701417968224,01/12/2023 08:06:08,1701417968059,0,01/12/2023 08:06:08,146089,8,task-axcc,,33343535,BLIND,9872585,,complete,,6569937cfc7f559245d3f257,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,375x812,375x631,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,3,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,53844.00000000001,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,diş
5,1701417969422,01/12/2023 08:06:09,1701417969374,0,01/12/2023 08:06:09,146089,8,task-axcc,,33343535,BLIND,9872585,,complete,,6569937cfc7f559245d3f257,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,375x812,375x631,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,3,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,55158,,,diş,1,1,0,0,,,,,,Audio Check,diş
