Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
7,1701410558775,01/12/2023 06:02:38,1701410558264,11,01/12/2023 17:02:38,146089,8,task-vpa3,,33342573,BLIND,9872297,,complete,,656975de58327133884b3785,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,428x926,832x372,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.9999999999854481,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1701410562486,01/12/2023 06:02:42,1701410561380,11,01/12/2023 17:02:41,146089,8,task-vpa3,,33342573,BLIND,9872297,,complete,,656975de58327133884b3785,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,428x926,832x372,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,3115.9999999999854,,,4,1,1,0,0,,,,,,Task
9,1701410564453,01/12/2023 06:02:44,1701410564234,11,01/12/2023 17:02:44,146089,8,task-vpa3,,33342573,BLIND,9872297,,complete,,656975de58327133884b3785,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,428x926,832x372,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,2844.9999999999854,,,,,0,1,0,,,,,,Task
10,1701410564832,01/12/2023 06:02:44,1701410564246,11,01/12/2023 17:02:44,146089,8,task-vpa3,,33342573,BLIND,9872297,,complete,,656975de58327133884b3785,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,428x926,832x372,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,13,,,,,0,1,0,,,1,,,Task
11,1701410564832,01/12/2023 06:02:44,1701410564247,11,01/12/2023 17:02:44,146089,8,task-vpa3,,33342573,BLIND,9872297,,complete,,656975de58327133884b3785,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,428x926,832x372,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,6,,,yes,Spreadsheet1,,,END TASK,,,,,114856,,,,,0,1,0,,,,,,
1,1701414007897,01/12/2023 07:00:07,1701414007770,0,01/12/2023 07:00:07,146089,8,task-vpa3,,33342913,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1701414085222,01/12/2023 07:01:25,1701414084977,0,01/12/2023 07:01:24,146089,8,task-vpa3,,33342913,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,77169,,,,,0,1,0,,,,,,Prompt
3,1701414085342,01/12/2023 07:01:25,1701414085001,0,01/12/2023 07:01:25,146089,8,task-vpa3,,33342913,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1701414093047,01/12/2023 07:01:33,1701414092840,0,01/12/2023 07:01:32,146089,8,task-vpa3,,33342913,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,7841.000000000015,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task
5,1701414098825,01/12/2023 07:01:38,1701414098745,0,01/12/2023 07:01:38,146089,8,task-vpa3,,33342913,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,13745,,,1,1,1,0,0,,,,,,Task
6,1701414098948,01/12/2023 07:01:38,1701414098768,0,01/12/2023 07:01:38,146089,8,task-vpa3,,33342913,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
7,1701414101583,01/12/2023 07:01:41,1701414101383,0,01/12/2023 07:01:41,146089,8,task-vpa3,,33342913,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,2615,,,7,1,1,0,0,,,,,,Task
8,1701414101679,01/12/2023 07:01:41,1701414101407,0,01/12/2023 07:01:41,146089,8,task-vpa3,,33342913,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
9,1701414106062,01/12/2023 07:01:46,1701414105876,0,01/12/2023 07:01:45,146089,8,task-vpa3,,33342913,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,4470.000000000015,,,4,1,1,0,0,,,,,,Task
10,1701414107928,01/12/2023 07:01:47,1701414107883,0,01/12/2023 07:01:47,146089,8,task-vpa3,,33342913,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1990,,,,,0,1,0,,,,,,Task
11,1701414108008,01/12/2023 07:01:48,1701414107904,0,01/12/2023 07:01:47,146089,8,task-vpa3,,33342913,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,21,,,,,0,1,0,,,1,,,Task
12,1701414108008,01/12/2023 07:01:48,1701414107905,0,01/12/2023 07:01:47,146089,8,task-vpa3,,33342913,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,5,test passed,,,,,4,,yes,Spreadsheet1,,,END TASK,,,,,100135,,,,,0,1,0,,,,,,
1,1701413922302,01/12/2023 06:58:42,1701413922270,1,01/12/2023 07:58:42,146089,8,task-vpa3,,33342901,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1701413976334,01/12/2023 06:59:36,1701413976376,1,01/12/2023 07:59:36,146089,8,task-vpa3,,33342901,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,53980.09999990463,,,,,0,1,0,,,,,,Prompt
3,1701413976443,01/12/2023 06:59:36,1701413976414,1,01/12/2023 07:59:36,146089,8,task-vpa3,,33342901,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,2.5999999046325684,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1701413979085,01/12/2023 06:59:39,1701413979141,1,01/12/2023 07:59:39,146089,8,task-vpa3,,33342901,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,2729.300000190735,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task
5,1701413980817,01/12/2023 06:59:40,1701413980865,1,01/12/2023 07:59:40,146089,8,task-vpa3,,33342901,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,4451.5,,,1,1,1,0,0,,,,,,Task
6,1701413980893,01/12/2023 06:59:40,1701413980885,1,01/12/2023 07:59:40,146089,8,task-vpa3,,33342901,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.6999998092651367,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
7,1701413983008,01/12/2023 06:59:43,1701413983054,1,01/12/2023 07:59:43,146089,8,task-vpa3,,33342901,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,2168.5,,,7,1,1,0,0,,,,,,Task
8,1701413983103,01/12/2023 06:59:43,1701413983077,1,01/12/2023 07:59:43,146089,8,task-vpa3,,33342901,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.8999996185302734,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
9,1701413985291,01/12/2023 06:59:45,1701413985344,1,01/12/2023 07:59:45,146089,8,task-vpa3,,33342901,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,2267.5999999046326,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task
10,1701413990356,01/12/2023 06:59:50,1701413990388,1,01/12/2023 07:59:50,146089,8,task-vpa3,,33342901,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,7311.5,,,4,1,1,0,0,,,,,,Task
11,1701413991721,01/12/2023 06:59:51,1701413991744,1,01/12/2023 07:59:51,146089,8,task-vpa3,,33342901,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1346.3000001907349,,,,,0,1,0,,,,,,Task
12,1701413991854,01/12/2023 06:59:51,1701413991766,1,01/12/2023 07:59:51,146089,8,task-vpa3,,33342901,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.672000000005937,,,,,0,1,0,,,1,,,Task
13,1701413991854,01/12/2023 06:59:51,1701413991769,1,01/12/2023 07:59:51,146089,8,task-vpa3,,33342901,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,1,yes,Spreadsheet1,,,END TASK,,,,,69499,,,,,0,1,0,,,,,,
1,1701414638115,01/12/2023 07:10:38,1701414638010,0,01/12/2023 07:10:38,146089,8,task-vpa3,,33342977,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1701414687986,01/12/2023 07:11:27,1701414687945,0,01/12/2023 07:11:27,146089,8,task-vpa3,,33342977,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,49903.199999928474,,,,,0,1,0,,,,,,Prompt
3,1701414688063,01/12/2023 07:11:28,1701414687959,0,01/12/2023 07:11:27,146089,8,task-vpa3,,33342977,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1.399999976158142,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1701414694368,01/12/2023 07:11:34,1701414694335,0,01/12/2023 07:11:34,146089,8,task-vpa3,,33342977,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,6375.600000023842,,,1,1,1,0,0,,,,,,Task
5,1701414694447,01/12/2023 07:11:34,1701414694340,0,01/12/2023 07:11:34,146089,8,task-vpa3,,33342977,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.2999999523162842,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1701414696397,01/12/2023 07:11:36,1701414696364,0,01/12/2023 07:11:36,146089,8,task-vpa3,,33342977,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,2024.1000000238419,,,7,1,1,0,0,,,,,,Task
7,1701414696456,01/12/2023 07:11:36,1701414696370,0,01/12/2023 07:11:36,146089,8,task-vpa3,,33342977,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.19999992847442627,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1701414698048,01/12/2023 07:11:38,1701414698025,0,01/12/2023 07:11:38,146089,8,task-vpa3,,33342977,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,1655.8999999761581,,,4,1,1,0,0,,,,,,Task
9,1701414699986,01/12/2023 07:11:39,1701414699948,0,01/12/2023 07:11:39,146089,8,task-vpa3,,33342977,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1919,,,,,0,1,0,,,,,,Task
10,1701414700032,01/12/2023 07:11:40,1701414699961,0,01/12/2023 07:11:39,146089,8,task-vpa3,,33342977,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.52799999999843,,,,,0,1,0,,,1,,,Task
11,1701414700032,01/12/2023 07:11:40,1701414699962,0,01/12/2023 07:11:39,146089,8,task-vpa3,,33342977,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,,,END TASK,,,,,61952,,,,,0,1,0,,,,,,
1,1701415304708,01/12/2023 07:21:44,1701415302534,0,01/12/2023 07:21:42,146089,8,task-vpa3,,33343049,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1701415386845,01/12/2023 07:23:06,1701415384715,0,01/12/2023 07:23:04,146089,8,task-vpa3,,33343049,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,82097.30000001192,,,,,0,1,0,,,,,,Prompt
3,1701415386941,01/12/2023 07:23:06,1701415384772,0,01/12/2023 07:23:04,146089,8,task-vpa3,,33343049,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,2.4000000059604645,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1701415389505,01/12/2023 07:23:09,1701415387381,0,01/12/2023 07:23:07,146089,8,task-vpa3,,33343049,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,2610.800000011921,,,1,1,1,0,0,,,,,,Task
5,1701415389585,01/12/2023 07:23:09,1701415387391,0,01/12/2023 07:23:07,146089,8,task-vpa3,,33343049,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.800000011920929,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1701415391074,01/12/2023 07:23:11,1701415388961,0,01/12/2023 07:23:08,146089,8,task-vpa3,,33343049,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,1571.199999988079,,,7,1,1,0,0,,,,,,Task
7,1701415391122,01/12/2023 07:23:11,1701415388975,0,01/12/2023 07:23:08,146089,8,task-vpa3,,33343049,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,1.5999999940395355,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1701415392273,01/12/2023 07:23:12,1701415390163,0,01/12/2023 07:23:10,146089,8,task-vpa3,,33343049,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,1189.199999988079,,,4,1,1,0,0,,,,,,Task
9,1701415393539,01/12/2023 07:23:13,1701415391429,0,01/12/2023 07:23:11,146089,8,task-vpa3,,33343049,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1261.2000000178814,,,,,0,1,0,,,,,,Task
10,1701415393606,01/12/2023 07:23:13,1701415391449,0,01/12/2023 07:23:11,146089,8,task-vpa3,,33343049,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.66600000001199,,,,,0,1,0,,,1,,,Task
11,1701415393606,01/12/2023 07:23:13,1701415391452,0,01/12/2023 07:23:11,146089,8,task-vpa3,,33343049,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,3,,,,,,yes,Spreadsheet1,,,END TASK,,,,,88918,,,,,0,1,0,,,,,,
1,1701416487200,01/12/2023 07:41:27,1701416486926,0,01/12/2023 07:41:26,146089,8,task-vpa3,,33343251,BLIND,9872467,,complete,,65698d84ebcc6e68b6d3ed9e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x815,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1701416514449,01/12/2023 07:41:54,1701416514213,0,01/12/2023 07:41:54,146089,8,task-vpa3,,33343251,BLIND,9872467,,complete,,65698d84ebcc6e68b6d3ed9e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x815,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,27252.300000000745,,,,,0,1,0,,,,,,Prompt
3,1701416514514,01/12/2023 07:41:54,1701416514238,0,01/12/2023 07:41:54,146089,8,task-vpa3,,33343251,BLIND,9872467,,complete,,65698d84ebcc6e68b6d3ed9e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x815,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,3,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
